Temperature,Current_HPWL,Best_HPWL
0.254125,11138,11137
0.241419,11131,11131
0.229348,11116,11116
0.21788,11100,11100
0.206986,11087,11087
0.196637,11082,11082
0.186805,11075,11075
0.177465,11073,11073
0.168592,11069,11069
0.160162,11057,11057
0.152154,11056,11056
0.144546,11051,11051
0.137319,11049,11049
0.130453,11040,11040
0.12393,11036,11036
0.117734,11030,11030
0.111847,11020,11020
0.106255,11019,11019
0.100942,11019,11019
0.095895,11013,11013
0.0911003,11003,11003
0.0865452,11000,11000
0.082218,10992,10992
0.0781071,10986,10986
0.0742017,10981,10981
0.0704916,10979,10979
0.0669671,10974,10974
0.0636187,10972,10972
0.0604378,10971,10971
0.0574159,10969,10969
0.0545451,10968,10968
0.0518178,10966,10966
0.0492269,10960,10960
0.0467656,10957,10957
0.0444273,10953,10953
0.0422059,10952,10952
0.0400957,10951,10951
0.0380909,10949,10949
0.0361863,10948,10948
0.034377,10948,10948
0.0326582,10945,10945
0.0310253,10945,10945
0.029474,10940,10940
0.0280003,10938,10938
0.0266003,10928,10928
0.0252703,10926,10926
0.0240067,10921,10921
0.0228064,10919,10919
0.0216661,10914,10914
0.0205828,10909,10909
0.0195536,10906,10906
0.018576,10904,10904
0.0176472,10903,10903
0.0167648,10902,10902
0.0159266,10900,10900
0.0151302,10894,10894
0.0143737,10893,10893
0.013655,10890,10890
0.0129723,10889,10889
0.0123237,10885,10885
0.0117075,10882,10882
0.0111221,10876,10876
0.010566,10875,10875
0.0100377,10874,10874
0.00953582,10872,10872
0.00905903,10870,10870
0.00860608,10869,10869
0.00817578,10869,10869
0.00776699,10868,10868
0.00737864,10868,10868
0.00700971,10868,10868
0.00665922,10866,10866
0.00632626,10866,10866
0.00600995,10866,10866
0.00570945,10863,10863
0.00542398,10863,10863
0.00515278,10861,10861
0.00489514,10859,10859
0.00465038,10859,10859
0.00441786,10858,10858
0.00419697,10856,10856
0.00398712,10856,10856
0.00378777,10854,10854
0.00359838,10854,10854
0.00341846,10854,10854
0.00324754,10853,10853
0.00308516,10852,10852
0.0029309,10852,10852
0.00278436,10850,10850
0.00264514,10850,10850
