Temperature,Current_HPWL,Best_HPWL
2.83505e+007,57876,55918
2.26804e+007,58099,55918
1.81443e+007,57716,55918
1.45155e+007,58238,55918
1.16124e+007,57470,55918
9.28989e+006,58592,55918
7.43191e+006,57270,55918
5.94553e+006,57964,55918
4.75642e+006,59260,55918
3.80514e+006,58868,55918
3.04411e+006,57700,55874
2.43529e+006,59262,55874
1.94823e+006,58571,55874
1.55859e+006,58061,55874
1.24687e+006,58414,55800
997495,58093,55800
797996,58160,55800
638397,58539,55800
510717,57404,55800
408574,56928,55800
326859,57905,55800
261487,58946,55800
209190,56948,55760
167352,58387,55760
133881,58739,55760
107105,57148,55760
85684.1,58404,55760
68547.3,57326,55760
54837.8,58154,55760
43870.3,58397,55760
35096.2,58100,55760
28077,58449,55760
22461.6,57682,55760
17969.3,57945,55554
14375.4,56878,55554
11500.3,57009,55554
9200.26,59016,55554
7360.21,57704,55554
5888.17,57345,55554
4710.53,57806,55554
3768.43,57581,55554
3014.74,57969,55554
2411.79,58148,55554
1929.44,58214,55554
1543.55,58168,55554
1234.84,57844,55554
987.871,56360,55370
790.297,58053,55370
632.237,56954,55370
505.79,57110,55370
404.632,55811,54694
323.705,56609,54694
258.964,56130,54694
207.172,56239,54208
165.737,56624,53891
132.59,54670,53068
106.072,55449,52462
84.8575,54423,52108
67.886,53292,50748
54.3088,50883,49983
43.447,49702,48796
34.7576,48273,47044
27.8061,46019,44839
22.2449,43414,43099
17.7959,41439,40302
14.2367,38461,37554
11.3894,35353,35036
9.1115,32752,32390
7.2892,30928,30290
5.83136,28597,28492
4.66509,26374,26282
3.73207,25335,25335
2.98566,23761,23752
2.38852,22733,22733
1.91082,22183,22178
1.52866,21665,21658
1.22292,21221,21220
0.97834,20894,20894
0.782672,20629,20629
0.626137,20400,20400
0.50091,20227,20227
0.400728,20090,20090
0.320582,19880,19880
0.256466,19751,19751
0.205173,19636,19636
0.164138,19556,19556
0.131311,19442,19442
0.105048,19389,19389
0.0840387,19319,19319
0.067231,19253,19253
0.0537848,19182,19182
0.0430278,19090,19090
0.0344223,19040,19040
0.0275378,19006,19006
0.0220303,18967,18967
0.0176242,18936,18936
0.0140994,18907,18907
0.0112795,18883,18883
0.00902359,18848,18848
0.00721887,18821,18821
0.0057751,18793,18793
0.00462008,18766,18766
0.00369606,18749,18749
0.00295685,18718,18718
