Temperature,Current_HPWL,Best_HPWL
1.1833e+007,23963,22793
1.0058e+007,23643,22793
8.54934e+006,24123,22793
7.26694e+006,23525,22793
6.1769e+006,23973,22793
5.25036e+006,24324,22793
4.46281e+006,24055,22725
3.79339e+006,23329,22725
3.22438e+006,23998,22725
2.74072e+006,24527,22725
2.32961e+006,23349,22725
1.98017e+006,23720,22725
1.68315e+006,23419,22725
1.43067e+006,22976,22725
1.21607e+006,24034,22531
1.03366e+006,24096,22531
878613,23666,22531
746821,23645,22526
634798,24632,22526
539578,24479,22526
458642,23969,22526
389845,23518,22526
331369,24423,22526
281663,24211,22526
239414,23508,22526
203502,23781,22526
172976,23521,22526
147030,24214,22526
124975,24407,22526
106229,24473,22526
90294.8,24133,22526
76750.6,23969,22526
65238,23672,22526
55452.3,24132,22443
47134.4,24562,22443
40064.3,24240,22443
34054.6,23699,22443
28946.4,23180,22443
24604.5,24003,22443
20913.8,24187,22443
17776.7,24030,22443
15110.2,23200,22443
12843.7,24131,22443
10917.1,23604,22443
9279.56,24004,22443
7887.63,23487,22443
6704.49,23867,22443
5698.81,23687,22443
4843.99,23966,22443
4117.39,23812,22443
3499.78,23589,22443
2974.82,24428,22443
2528.59,24295,22443
2149.3,23766,22443
1826.91,23435,22443
1552.87,23901,22443
1319.94,24633,22443
1121.95,23986,22443
953.658,23718,22443
810.609,23756,22443
689.018,23510,22443
585.665,23808,22443
497.815,23454,22443
423.143,23653,22214
359.672,23536,22214
305.721,23387,22071
259.863,22995,22071
220.883,22709,22071
187.751,22962,21808
159.588,23342,21808
135.65,22772,21808
115.302,22744,21636
98.0071,22506,21355
83.306,22106,20811
70.8101,21636,20160
60.1886,21444,20160
51.1603,21412,19793
43.4863,20648,19354
36.9633,20043,19073
31.4188,19215,18090
26.706,18574,17615
22.7001,17908,17294
19.2951,16802,16073
16.4008,15741,15151
13.9407,14234,14234
11.8496,14005,13441
10.0722,13081,12423
8.56133,12064,11756
7.27713,11203,10907
6.18556,10586,10548
5.25773,10132,10050
4.46907,9556,9537
3.79871,9161,9125
3.2289,8720,8720
2.74457,8414,8390
2.33288,8169,8169
1.98295,7963,7950
1.68551,7758,7758
1.43268,7593,7593
1.21778,7419,7419
1.03511,7293,7289
0.879845,7186,7186
0.747869,7081,7081
0.635688,7027,7027
0.540335,6964,6964
0.459285,6899,6899
0.390392,6861,6861
0.331833,6831,6830
0.282058,6807,6807
0.23975,6769,6769
0.203787,6735,6735
0.173219,6716,6716
0.147236,6696,6696
0.125151,6678,6678
0.106378,6654,6654
0.0904214,6633,6633
0.0768582,6625,6625
0.0653295,6613,6613
0.0555301,6609,6609
0.0472005,6596,6596
0.0401205,6585,6585
0.0341024,6577,6577
0.028987,6569,6569
0.024639,6564,6564
0.0209431,6556,6556
0.0178017,6546,6546
0.0151314,6535,6535
0.0128617,6521,6521
0.0109324,6505,6505
0.00929258,6494,6494
0.00789869,6490,6490
0.00671389,6484,6484
0.00570681,6477,6477
0.00485078,6474,6474
0.00412317,6466,6466
0.00350469,6461,6461
0.00297899,6458,6458
