Temperature,Current_HPWL,Best_HPWL
2497.41,24518,22173
2372.54,24073,22173
2253.91,24289,22173
2141.22,23861,22173
2034.16,23877,22173
1932.45,23347,22173
1835.83,23809,22173
1744.03,23657,22173
1656.83,24334,22173
1573.99,23950,22051
1495.29,23388,22051
1420.53,24139,22051
1349.5,23827,22051
1282.03,24357,22051
1217.92,23436,22051
1157.03,23734,22051
1099.18,24032,22051
1044.22,23465,22051
992.007,23897,22051
942.406,23130,22051
895.286,23969,22051
850.522,24198,22051
807.996,24607,22051
767.596,24204,22051
729.216,22746,22051
692.755,23870,22051
658.118,23559,22051
625.212,23700,22051
593.951,23430,22051
564.254,23307,22051
536.041,23524,22051
509.239,22659,22051
483.777,22884,22051
459.588,23750,22051
436.609,23824,22051
414.778,24538,22051
394.039,23734,22051
374.337,24092,22051
355.62,23376,22051
337.839,23230,22051
320.947,23524,22051
304.9,23419,22051
289.655,22880,22051
275.172,23750,22051
261.414,22938,21946
248.343,23240,21903
235.926,23781,21903
224.13,22672,21903
212.923,23272,21851
202.277,22312,21851
192.163,23364,21851
182.555,23056,21851
173.427,22845,21851
164.756,22932,21470
156.518,22431,21470
148.692,22607,21470
141.258,22916,21470
134.195,22634,21171
127.485,22335,21171
121.111,22446,21046
115.055,22971,21046
109.302,22218,21046
103.837,22245,21046
98.6454,22081,21046
93.7131,21544,21046
89.0275,22642,21046
84.5761,21626,21046
80.3473,22244,21046
76.3299,21937,21046
72.5134,21831,20889
68.8878,20918,20218
65.4434,21261,20160
62.1712,21538,20160
59.0626,21771,20160
56.1095,21472,20160
53.304,20808,20160
50.6388,21204,19934
48.1069,19885,19355
45.7016,21504,19355
43.4165,20340,19241
41.2457,19860,19119
39.1834,20187,18801
37.2242,20439,18801
35.363,18605,18473
33.5948,19351,18300
31.9151,18906,18300
30.3193,19118,17655
28.8034,18584,17655
27.3632,19179,17655
25.995,17907,17229
24.6953,16999,16889
23.4605,18130,16889
22.2875,17432,16600
21.1731,17055,15953
20.1145,16880,15953
19.1087,16434,15708
18.1533,16215,15527
17.2456,15560,15111
16.3834,15582,15028
15.5642,15350,14846
14.786,15187,14339
14.0467,14903,14339
13.3444,14055,13920
12.6771,14093,13632
12.0433,13681,13354
11.4411,13673,13354
10.8691,12962,12861
10.3256,12769,12617
9.80932,12959,12402
9.31886,12256,12168
8.85292,12137,11921
8.41027,11936,11588
7.98976,11470,11161
7.59027,11290,11006
7.21076,11084,10996
6.85022,10766,10712
6.50771,10520,10375
6.18232,10391,10247
5.87321,10137,10095
5.57954,9819,9763
5.30057,9759,9676
5.03554,9695,9547
4.78376,9802,9547
4.54457,9474,9459
4.31735,9153,9042
4.10148,8860,8837
3.8964,8863,8748
3.70158,8704,8699
3.5165,8641,8582
3.34068,8389,8387
3.17365,8350,8315
3.01496,8141,8123
2.86422,8017,7957
2.721,7957,7907
2.58495,7818,7818
2.45571,7657,7657
2.33292,7589,7588
2.21628,7523,7518
2.10546,7481,7465
2.00019,7301,7301
1.90018,7275,7264
1.80517,7255,7231
1.71491,7204,7204
1.62917,7186,7170
1.54771,7151,7144
1.47032,7022,7022
1.39681,6983,6971
1.32697,6941,6941
1.26062,6926,6921
1.19759,6884,6884
1.13771,6853,6853
1.08082,6827,6827
1.02678,6789,6789
0.975442,6786,6780
0.92667,6758,6756
0.880336,6730,6725
0.836319,6708,6707
0.794503,6673,6673
0.754778,6644,6644
0.717039,6615,6615
0.681187,6596,6596
0.647128,6574,6573
0.614772,6545,6545
0.584033,6535,6534
0.554831,6513,6513
0.52709,6502,6501
0.500735,6495,6494
0.475699,6483,6483
0.451914,6463,6463
0.429318,6452,6452
0.407852,6443,6442
0.387459,6434,6434
0.368086,6429,6429
0.349682,6417,6417
0.332198,6407,6407
0.315588,6393,6393
0.299809,6390,6390
0.284818,6375,6375
0.270577,6368,6368
0.257049,6361,6361
0.244196,6361,6361
0.231986,6359,6359
0.220387,6352,6352
0.209368,6349,6349
0.198899,6337,6337
0.188954,6335,6335
0.179507,6331,6331
0.170531,6329,6329
0.162005,6323,6323
0.153904,6319,6319
0.146209,6310,6310
0.138899,6306,6306
0.131954,6302,6302
0.125356,6301,6301
0.119088,6299,6299
0.113134,6295,6295
0.107477,6295,6295
0.102103,6293,6293
0.0969982,6287,6287
0.0921483,6283,6283
0.0875409,6281,6281
0.0831638,6277,6277
0.0790056,6276,6276
0.0750553,6271,6271
0.0713026,6268,6268
0.0677374,6267,6267
0.0643506,6264,6264
0.061133,6263,6263
0.0580764,6259,6259
0.0551726,6257,6257
0.0524139,6251,6251
0.0497932,6250,6250
0.0473036,6247,6247
0.0449384,6245,6245
0.0426915,6243,6243
0.0405569,6242,6242
0.0385291,6237,6237
0.0366026,6234,6234
0.0347725,6233,6233
0.0330339,6232,6232
0.0313822,6232,6232
0.0298131,6227,6227
0.0283224,6226,6226
0.0269063,6226,6226
0.025561,6225,6225
0.0242829,6223,6223
0.0230688,6220,6220
0.0219153,6218,6218
0.0208196,6215,6215
0.0197786,6215,6215
0.0187897,6214,6214
0.0178502,6213,6213
0.0169577,6210,6210
0.0161098,6205,6205
0.0153043,6204,6204
0.0145391,6202,6202
0.0138121,6196,6196
0.0131215,6196,6196
0.0124654,6195,6195
0.0118422,6195,6195
0.0112501,6192,6192
0.0106876,6192,6192
0.0101532,6191,6191
0.00964552,6190,6190
0.00916325,6190,6190
0.00870509,6189,6189
0.00826983,6188,6188
0.00785634,6188,6188
0.00746352,6187,6187
0.00709035,6186,6186
0.00673583,6186,6186
0.00639904,6186,6186
0.00607909,6186,6186
0.00577513,6186,6186
0.00548637,6186,6186
0.00521206,6186,6186
0.00495145,6186,6186
0.00470388,6186,6186
0.00446869,6186,6186
0.00424525,6183,6183
0.00403299,6183,6183
0.00383134,6181,6181
0.00363977,6181,6181
0.00345778,6180,6180
0.0032849,6179,6179
0.00312065,6179,6179
0.00296462,6179,6179
0.00281639,6179,6179
0.00267557,6178,6178
