Temperature,Current_HPWL,Best_HPWL
3.217e+006,6574,5945
3.05615e+006,6659,5945
2.90334e+006,6417,5945
2.75818e+006,6577,5945
2.62027e+006,6561,5945
2.48925e+006,6452,5831
2.36479e+006,6312,5831
2.24655e+006,6579,5831
2.13422e+006,6299,5831
2.02751e+006,6384,5831
1.92614e+006,6435,5831
1.82983e+006,6567,5831
1.73834e+006,6339,5831
1.65142e+006,6212,5831
1.56885e+006,6781,5831
1.49041e+006,7009,5831
1.41589e+006,6730,5831
1.34509e+006,6516,5831
1.27784e+006,6814,5831
1.21395e+006,6493,5831
1.15325e+006,6445,5831
1.09559e+006,6410,5831
1.04081e+006,6947,5831
988767,6718,5831
939329,6542,5814
892362,6704,5814
847744,6982,5814
805357,6577,5814
765089,6813,5814
726835,6606,5814
690493,6425,5814
655968,6722,5814
623170,6734,5814
592011,6696,5814
562411,6909,5814
534290,6235,5799
507576,6942,5799
482197,6722,5799
458087,6404,5799
435183,6514,5799
413424,6616,5799
392752,6815,5799
373115,6485,5799
354459,6693,5799
336736,6822,5799
319899,6718,5799
303904,6322,5799
288709,6385,5799
274274,6754,5799
260560,6686,5799
247532,7128,5799
235155,6511,5799
223398,6546,5799
212228,6677,5799
201616,6586,5799
191536,6752,5799
181959,6882,5799
172861,6292,5799
164218,6185,5799
156007,6636,5799
148207,6604,5799
140796,6704,5799
133756,6246,5799
127069,6401,5799
120715,6822,5799
114679,6437,5799
108945,6825,5799
103498,6709,5799
98323.2,6787,5799
93407.1,6990,5799
88736.7,6452,5799
84299.9,6709,5799
80084.9,6528,5799
76080.7,6990,5799
72276.6,6280,5799
68662.8,6614,5799
65229.7,6575,5799
61968.2,6401,5799
58869.8,7135,5799
55926.3,6455,5799
53130,6415,5798
50473.5,6612,5798
47949.8,6663,5798
45552.3,6617,5798
43274.7,6806,5798
41110.9,6679,5798
39055.4,6384,5798
37102.6,6157,5798
35247.5,6407,5798
33485.1,6668,5798
31810.9,6513,5751
30220.3,6826,5751
28709.3,6521,5751
27273.8,6511,5751
25910.2,6624,5751
24614.6,6639,5751
23383.9,6528,5751
22214.7,6357,5751
21104,6362,5751
20048.8,6461,5751
19046.3,6523,5751
18094,6719,5751
17189.3,6709,5751
16329.9,6279,5751
15513.4,6600,5751
14737.7,6846,5751
14000.8,6450,5751
13300.8,6621,5751
12635.7,6723,5751
12003.9,6671,5751
11403.7,6666,5751
10833.6,6679,5751
10291.9,6353,5734
9777.29,6878,5734
9288.42,6171,5734
8824,6560,5734
8382.8,6264,5734
7963.66,6515,5734
7565.48,6153,5734
7187.21,7077,5734
6827.85,6725,5734
6486.45,6652,5734
6162.13,6800,5734
5854.02,6582,5734
5561.32,6801,5734
5283.26,6502,5734
5019.09,6601,5734
4768.14,6455,5734
4529.73,6553,5734
4303.25,6653,5734
4088.08,6692,5734
3883.68,6715,5734
3689.5,6691,5734
