Temperature,Current_HPWL,Best_HPWL
21844.3,13764,12127
20752,13587,12127
19714.4,13264,12127
18728.7,14128,12127
17792.3,13000,12127
16902.7,13803,12127
16057.5,13670,12127
15254.7,13292,12127
14491.9,12813,12127
13767.3,13167,12127
13079,13675,12127
12425,13118,12127
11803.8,13667,12127
11213.6,13450,12127
10652.9,13472,12127
10120.3,13619,12127
9614.24,13809,12127
9133.53,13811,12127
8676.85,13351,12127
8243.01,13273,12127
7830.86,13748,12127
7439.32,12820,12127
7067.35,13355,12127
6713.98,13573,12127
6378.28,13178,12127
6059.37,13417,12127
5756.4,13854,12127
5468.58,13202,12127
5195.15,13902,12127
4935.39,13578,12127
4688.62,13143,12127
4454.19,13161,12127
4231.48,13497,12127
4019.91,13011,12127
3818.91,13489,12127
3627.97,13482,12127
3446.57,12648,12127
3274.24,12674,12127
3110.53,13509,12127
2955,13837,12127
2807.25,13136,12127
2666.89,13259,12127
2533.55,13019,12127
2406.87,12971,12127
2286.52,13830,12127
2172.2,13223,12127
2063.59,12868,12127
1960.41,13507,12127
1862.39,13716,12127
1769.27,13622,12127
1680.81,13744,12127
1596.77,13114,12127
1516.93,13422,12127
1441.08,13377,12127
1369.03,13322,11878
1300.58,13425,11878
1235.55,13709,11878
1173.77,13628,11878
1115.08,13639,11878
1059.33,13205,11878
1006.36,13077,11878
956.043,13384,11878
908.24,13268,11878
862.828,13159,11878
819.687,13513,11878
778.703,12864,11878
739.768,13844,11878
702.779,13592,11878
667.64,13266,11878
634.258,13314,11878
602.545,12980,11878
572.418,12606,11878
543.797,12895,11878
516.607,13129,11878
490.777,13719,11878
466.238,12833,11878
442.926,12960,11878
420.78,13661,11878
399.741,13806,11878
379.754,13318,11878
360.766,12893,11878
342.728,13265,11878
325.591,13057,11878
309.312,13795,11878
293.846,12889,11878
279.154,13033,11878
265.196,12492,11878
251.936,13530,11878
239.34,12960,11878
227.373,13220,11878
216.004,12922,11878
205.204,12920,11878
194.944,12881,11797
185.196,13572,11797
175.937,13000,11797
167.14,12885,11797
158.783,12711,11797
150.844,12950,11797
143.301,12871,11797
136.136,12415,11797
129.33,12675,11776
122.863,12884,11776
116.72,12430,11776
110.884,12944,11776
105.34,12911,11776
100.073,12581,11678
95.0691,12402,11466
90.3157,12641,11406
85.7999,12158,11406
81.5099,12469,11406
77.4344,12181,11400
73.5627,12091,11243
69.8845,11972,11243
66.3903,11266,11240
63.0708,12455,11202
59.9173,12178,11202
56.9214,11481,11202
54.0753,12107,11027
51.3716,11976,11027
48.803,11306,10632
46.3628,11540,10632
44.0447,11543,10632
41.8425,11453,10632
39.7503,11531,10331
37.7628,10880,10331
35.8747,10832,10331
34.0809,11267,10180
32.3769,11282,10180
30.758,10941,9876
29.2201,10827,9813
27.7591,10532,9813
26.3712,10691,9778
25.0526,9918,9510
23.8,9533,9215
22.61,9867,9027
21.4795,9084,9027
20.4055,9357,8917
19.3852,9058,8750
18.416,9842,8427
17.4952,9523,8427
16.6204,8426,8143
15.7894,8589,8096
14.9999,8621,8096
14.2499,8626,8051
13.5374,8265,8047
12.8606,7723,7581
12.2175,7476,7268
11.6067,7907,7268
11.0263,7363,7245
10.475,7176,6982
9.95126,7146,6982
9.4537,7082,6786
8.98101,6800,6690
8.53196,6984,6646
8.10536,6563,6305
7.7001,6383,6174
7.31509,6321,6174
6.94934,6290,6125
6.60187,6063,5906
6.27178,5892,5734
5.95819,5742,5577
5.66028,5527,5388
5.37726,5676,5388
5.1084,5631,5388
4.85298,5309,5286
4.61033,5188,5165
4.37982,5110,5000
4.16082,5096,4912
3.95278,5000,4912
3.75514,4920,4866
3.56739,4868,4858
3.38902,4853,4751
3.21957,4800,4751
3.05859,4665,4627
2.90566,4550,4533
2.76038,4550,4532
2.62236,4486,4481
2.49124,4380,4374
2.36668,4371,4361
2.24834,4337,4319
2.13593,4333,4319
2.02913,4269,4257
1.92767,4211,4179
1.83129,4139,4139
1.73973,4140,4122
1.65274,4091,4091
1.5701,4042,4042
1.4916,4020,4000
1.41702,3989,3989
1.34617,3955,3952
1.27886,3926,3926
1.21492,3881,3878
1.15417,3846,3837
1.09646,3840,3837
1.04164,3833,3830
0.989556,3820,3819
0.940078,3800,3799
0.893074,3796,3792
0.84842,3784,3784
0.805999,3782,3772
0.765699,3778,3772
0.727415,3768,3767
0.691044,3753,3753
0.656492,3743,3740
0.623667,3733,3733
0.592484,3727,3727
0.562859,3705,3705
0.534717,3701,3701
0.507981,3700,3696
0.482582,3684,3684
0.458453,3681,3680
0.43553,3682,3680
0.413753,3677,3677
0.393066,3668,3668
0.373412,3655,3655
0.354742,3647,3647
0.337005,3631,3631
0.320155,3618,3618
0.304147,3609,3609
0.288939,3605,3605
0.274492,3605,3605
0.260768,3603,3602
0.247729,3594,3594
0.235343,3594,3594
0.223576,3588,3588
0.212397,3586,3586
0.201777,3575,3575
0.191688,3572,3572
0.182104,3572,3572
0.172999,3571,3571
0.164349,3568,3568
0.156131,3564,3564
0.148325,3562,3562
0.140909,3556,3556
0.133863,3554,3554
0.12717,3552,3552
0.120811,3551,3551
0.114771,3549,3549
0.109032,3547,3547
0.103581,3547,3547
0.0984017,3544,3544
0.0934816,3539,3539
0.0888075,3538,3538
0.0843672,3533,3533
0.0801488,3533,3533
0.0761414,3531,3531
0.0723343,3528,3528
0.0687176,3528,3528
0.0652817,3527,3527
0.0620176,3526,3526
0.0589167,3524,3524
0.0559709,3524,3524
0.0531723,3524,3524
0.0505137,3524,3524
0.047988,3522,3522
0.0455886,3518,3518
0.0433092,3515,3515
0.0411437,3514,3514
0.0390866,3509,3509
0.0371322,3508,3508
0.0352756,3507,3507
0.0335118,3504,3504
0.0318362,3503,3503
0.0302444,3503,3503
0.0287322,3503,3503
0.0272956,3502,3502
0.0259308,3502,3502
0.0246343,3501,3501
0.0234026,3501,3501
0.0222324,3501,3501
0.0211208,3499,3499
0.0200648,3499,3499
0.0190615,3495,3495
0.0181085,3492,3492
0.017203,3491,3491
0.0163429,3490,3490
0.0155257,3490,3490
0.0147495,3489,3489
0.014012,3489,3489
0.0133114,3489,3489
0.0126458,3489,3489
0.0120135,3489,3489
0.0114128,3489,3489
0.0108422,3489,3489
0.0103001,3488,3488
0.00978509,3487,3487
0.00929584,3484,3484
0.00883104,3484,3484
0.00838949,3483,3483
0.00797002,3483,3483
0.00757152,3483,3483
0.00719294,3483,3483
0.00683329,3483,3483
0.00649163,3483,3483
0.00616705,3483,3483
0.00585869,3481,3481
0.00556576,3481,3481
0.00528747,3481,3481
0.0050231,3481,3481
0.00477194,3481,3481
0.00453335,3481,3481
0.00430668,3480,3480
0.00409134,3479,3479
0.00388678,3479,3479
0.00369244,3477,3477
0.00350782,3477,3477
0.00333243,3477,3477
0.0031658,3477,3477
0.00300751,3477,3477
0.00285714,3477,3477
