Temperature,Current_HPWL,Best_HPWL
13.3679,37403,36746
12.6995,37293,36181
12.0646,35751,35409
11.4613,34895,34406
10.8883,34697,34220
10.3439,33975,33443
9.82667,33564,32970
9.33533,32206,32155
8.86857,32235,32050
8.42514,31770,31361
8.00388,30641,30285
7.60369,30760,30081
7.2235,29572,29345
6.86233,29165,29133
6.51921,28447,28104
6.19325,28539,28104
5.88359,27753,27669
5.58941,26976,26889
5.30994,26788,26709
5.04444,26249,26245
4.79222,25710,25610
4.55261,25521,25440
4.32498,24894,24875
4.10873,24381,24367
3.90329,23827,23735
3.70813,23691,23564
3.52272,23241,23179
3.34659,23002,22985
3.17926,22691,22690
3.02029,22497,22434
2.86928,22024,22001
2.72582,21833,21833
2.58952,21632,21593
2.46005,21312,21312
2.33705,21168,21158
2.22019,20894,20894
2.10918,20766,20735
2.00372,20609,20609
1.90354,20372,20366
1.80836,20241,20233
1.71794,20174,20164
1.63205,19961,19961
1.55044,19855,19853
1.47292,19817,19817
1.39928,19716,19707
1.32931,19619,19613
1.26285,19504,19495
1.1997,19390,19390
1.13972,19280,19280
1.08273,19171,19170
1.0286,19105,19101
0.977166,19044,19044
0.928308,18978,18974
0.881893,18911,18911
0.837798,18837,18836
0.795908,18756,18756
0.756113,18704,18697
0.718307,18658,18657
0.682392,18615,18615
0.648272,18561,18561
0.615859,18518,18516
0.585066,18480,18480
0.555812,18440,18438
0.528022,18415,18415
0.501621,18351,18351
0.47654,18325,18325
0.452713,18286,18286
0.430077,18249,18249
0.408573,18217,18217
0.388144,18188,18188
0.368737,18165,18165
0.3503,18145,18144
0.332785,18119,18119
0.316146,18092,18092
0.300339,18072,18071
0.285322,18059,18059
0.271056,18050,18050
0.257503,18035,18035
0.244628,18018,18018
0.232396,18000,18000
0.220777,17979,17979
0.209738,17972,17972
0.199251,17953,17953
0.189288,17936,17936
0.179824,17922,17922
0.170833,17908,17908
0.162291,17894,17894
0.154177,17886,17886
0.146468,17876,17876
0.139144,17859,17859
0.132187,17846,17846
0.125578,17831,17831
0.119299,17827,17827
0.113334,17815,17815
0.107667,17806,17806
0.102284,17798,17798
0.0971697,17794,17794
0.0923112,17785,17785
0.0876956,17778,17778
0.0833108,17771,17771
0.0791453,17766,17766
0.075188,17760,17760
0.0714286,17756,17756
0.0678572,17751,17751
0.0644643,17747,17747
0.0612411,17744,17744
0.0581791,17742,17742
0.0552701,17735,17735
0.0525066,17732,17732
0.0498813,17726,17726
0.0473872,17717,17717
0.0450179,17716,17716
0.042767,17713,17713
0.0406286,17706,17706
0.0385972,17700,17700
0.0366673,17696,17696
0.034834,17692,17692
0.0330923,17691,17691
0.0314376,17686,17686
0.0298658,17681,17681
0.0283725,17679,17679
0.0269539,17678,17678
0.0256062,17676,17676
0.0243259,17675,17675
0.0231096,17672,17672
0.0219541,17668,17668
0.0208564,17666,17666
0.0198136,17663,17663
0.0188229,17655,17655
0.0178817,17652,17652
0.0169877,17651,17651
0.0161383,17649,17649
0.0153314,17646,17646
0.0145648,17646,17646
0.0138365,17644,17644
0.0131447,17643,17643
0.0124875,17641,17641
0.0118631,17637,17637
0.01127,17634,17634
0.0107065,17633,17633
0.0101711,17630,17630
0.00966258,17627,17627
0.00917945,17626,17626
0.00872048,17624,17624
0.00828445,17617,17617
0.00787023,17613,17613
0.00747672,17610,17610
0.00710288,17608,17608
0.00674774,17605,17605
0.00641035,17601,17601
0.00608983,17599,17599
0.00578534,17595,17595
0.00549607,17594,17594
0.00522127,17592,17592
0.00496021,17589,17589
0.0047122,17587,17587
0.00447659,17584,17584
0.00425276,17581,17581
0.00404012,17577,17577
0.00383811,17576,17576
0.00364621,17574,17574
0.0034639,17571,17571
0.0032907,17570,17570
0.00312617,17569,17569
0.00296986,17565,17565
0.00282137,17565,17565
0.0026803,17563,17563
